CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
23399,Male,20.0,22,48.0
23400,Female,43.0,81,72.0
23401,Female,29.0,40,37.0
23402,Female,30.0,34,89.0
23403,Male,51.0,29,48.0
23404,Male,42.0,16,39.0
23405,Male,33.0,110,79.0
23406,Female,,17,44.0
23407,Female,18.0,50.0,24.0
23408,Female,41.0,42,54.0
23409,Male,32.0,17,70.0
23410,Female,20.0,21,51.0
23411,Male,57.0,67,35.0
23412,Female,23.0,23,42.0
23413,Female,35.0,20,39.0
23414,Male,25.0,27,50.0
23415,Male,50.0,30,76.0
23416,MALE,27.0,16,86.0
23417,Female,57.0,27,78.0
23418,Female,22.0,38,31.0
23419,Female,26.0,68,80.0
23420,Male,42.0,32,55.0
23421,Female,21.0,90,63.0
23422,female,35.0,33,71.0
23423,Female,34.0,21,56.0
23424,Female,30.0,16,52.0
23425,Female,38.0,26,54.0
23426,Male,33.0,33,58.0
23427,Female,27.0,52,58.0
23428,Female,48.0,41,34.0
23429,Male,35.0,26,68.0
23430,Male,46.0,17,30.0
23431,Male,37.0,45,82.0
23432,Male,51.0,72,70.0
23433,Male,38.0,26,72.0
23434,Male,48.0,79,62.0
23435,Male,31.0,52,57.0
23436,Female,55.0,92,58.0
23437,Male,24.0,19,57.0
23438,male,25.0,22$,43.0
23439,Female,47.0,42,51.0
23440,Male,31.0,23,79.0
23441,Male,20.0,21$,48.0
23442,Female,51.0,43,43.0
23443,Male,38.0,47,74.0
23444,Female,32.0,,68.0
23445,Male,35.0,21,56.0
23446,Female,42.0,99,61.0
23447,Female,28.0,19,40.0
23448,Female,52.0,23,72.0
23449,Male,62.0,15,79.0
23450,Female,55.0,19,22.0
23451,Female,49.0,15,45.0
23452,Male,56.0,25,20.0
23453,Male,26.0,,77.0
23454,Female,32.0,64,84.0
23455,Female,34.0,98,59.0
23456,Female,52.0,85,62.0
23457,Female,32.0,24,79.0
23458,Male,57.0,140,71.0
23459,Male,29.0,51,72.0
23460,Male,24.0,62,41.0
23461,Female,54.0,72,66.0
23462,Male,18.0,63,56.0
23463,Male,26.0,33,59.0
23464,Female,49.0,57,32.0
23465,Female,31.0,37,78.0
23466,Male,41.0,18,67.0
23467,Male,55.0,108,58.0
23468,Female,32.0,23,68.0
23469,Female,27.0,46,66.0
23470,Male,36.0,68,51.0
23471,Female,34.0,48,
23472,Female,18.0,19,31.0
23473,MALE,43.0,48,
23474,Male,47.0,29,51.0
23475,Female,51.0,24,46.0
23476,Female,36.0,89,73.0
23477,Male,35.0,59,70.0
23478,Female,36.0,25,75.0
23479,Female,62.0,21,50.0
23480,Male,21.0,22$,49.0
23481,Male,36.0,65,42.0
23482,MALE,55.0,87,36.0
23483,Male,32.0,33,85.0
23484,Male,62.0,91,64.0
23485,M,37.0,33,71.0
23486,Female,39.0,28,59.0
23487,Female,31.0,15,83.0
23488,Male,29.0,118,92.0
23489,Female,33.0,23,68.0
23490,Female,21.0,20,62.0
23491,Female,55.0,,37.0
23492,Male,32.0,105,93.0
23493,Male,34.0,55,69.0
23494,Male,27.0,37,57.0
23495,Male,37.0,29,82.0
23496,Female,18.0,16,34.0
23497,Female,29.0,41,74.0
23498,Female,20.0,20,40.0
23499,Female,54.0,61,53.0
23500,Female,33.0,62,79.0
23501,Male,40.0,22,52.0
23502,Male,29.0,19,67.0
23503,Female,43.0,17,71.0
23504,Female,28.0,81,82.0
23505,Male,35.0,32,53.0
23506,Male,41.0,33,57.0
23507,Male,18.0,28,39.0
23508,Female,28.0,17,71.0
23509,Male,47.0,50,54.0
23510,Male,55.0,25,28.0
23511,Male,45.0,32,48.0
23512,Male,35.0,40,85.0
23513,Male,23.0,16,61.0
23514,Female,18.0,54,76.0
23515,Male,31.0,46,60.0
23516,Female,31.0,91,78.0
23517,Male,42.0,29,96.0
23518,Female,54.0,52,50.0
23519,Female,29.0,37,60.0
23520, Female,,21,64.0
23521,Male,33.0,21,48.0
23522,Female,23.0,15$,26.0
23523,Female,47.0,45,40.0
23524,Male,42.0,51,48.0
23525,Female,46.0,16,41.0
23526,Female,52.0,30,53.0
23527,Male,37.0,43,82.0
23528,Male,18.0,16,60.0
23529,Female,28.0,51,71.0
23530,Female,50.0,42,60.0
23531,Female,59.0,21,68.0
23532,Male ,18.0,29,50.0
23533,Male,18.0,21,84.0
23534,Female,38.0,46,86.0
23535,Male,41.0,18,41.0
23536,Male,57.0,50,28.0
23537,Male,30.0,74,38.0
23538,Male,42.0,,62.0
23539,Male,19.0,104,58.0
23540,Female,54.0,56,32.0
23541,Male,57.0,77,80.0
23542,Male,43.0,15,22.0
23543,Female,25.0,25,74.0
23544,Female,24.0,16,43.0
23545, Male,38.0,36,57.0
23546,Male,40.0,16,71.0
23547,Male,36.0,40.0,75.0
23548,Female,58.0,22,34.0
23549,Male,26.0,16$,81.0
23550,Male,27.0,15,64.0
23551,FEMALE,18.0,21,39.0
23552,Female,51.0,39,29.0
23553,Male,32.0,33,74.0
23554,Male,47.0,67,46.0
23555,Male,40.0,15.0,43.0
23556,Male,45.0,46,88.0
23557,Male,18.0,23,45.0
23558,Female,44.0,28,86.0
23559,Female,24.0,28,28.0
23560,Male,30.0,15,64.0
23561,Female,32.0,20,63.0
23562,Male,40.0,74,89.0
23563,Male,26.0,49,71.0
23564,Male,63.0,23$,40.0
23565,Female,34.0,58,76.0
23566,Male,55.0,45.0,41.0
23567,Female,21.0,21,70.0
23568,Female,52.0,30.0,46.0
23569,Female,43.0,47,74.0
23570,Female,41.0,60,88.0
23571,Female,23.0,37,66.0
23572, Female,18.0,22,28.0
23573,Male,54.0,31,47.0
23574,Male,35.0,18,65.0
23575,Male,53.0,130,57.0
23576,Male,39.0,18,63.0
23577,Male,57.0,16,42.0
23578,Male,37.0,30,58.0
23579,Female,39.0,21,38.0
23580,Male,30.0,35,73.0
23581,Male,18.0,21,49.0
23582,Male,19.0,51,68.0
23583,Male,32.0,30,53.0
23584,Male,18.0,33,57.0
23585,Female,42.0,19,63.0
23586,Male,,99.0,78.0
23587,Male,42.0,16,48.0
23588,Female,39.0,21,62.0
23589,Female,34.0,,89.0
23590,Female,55.0,18,73.0
23591,Female,46.0,17,67.0
23592,Male,37.0,33,88.0
23593,Male,20.0,24,27.0
23594,Male,23.0,23,65.0
23595,Male,,43,58.0
23596,Male,32.0,27,70.0
23597,Male,34.0,70,31.0
23598,Male,51.0,48,39.0
23599,Male,33.0,26,80.0
23600,Female,44.0,54,73.0
23601,Male,55.0,27,68.0
23602,Male,42.0,39,86.0
23603,Female,46.0,16,61.0
23604,Female,52.0,40,30.0
23605,Male,18.0,43,43.0
23606,Female,41.0,47,48.0
23607,Male,37.0,35,78.0
23608,Male,37.0,32,54.0
23609,Female,18.0,98,50.0
23610,Male,31.0,21,75.0
23611,Male,28.0,86,66.0
23612,Male,38.0,66,65.0
23613,Male,66.0,17,56.0
23614,Male,59.0,32,44.0
23615,Male,42.0,17,33.0
23616,Female,37.0,73,60.0
23617,Male,43.0,33,62.0
23618,Male,20.0,19,36.0
23619,Female,20.0,19,42.0
23620,Male,36.0,139,65.0
23621,Female,18.0,18,35.0
23622,Male,46.0,18,55.0
23623,Male,37.0,37,64.0
23624,Male,60.0,28,76.0
23625,Female,64.0,45,36.0
23626,Female,26.0,43,62.0
23627,Female,28.0,53,70.0
23628,Male,26.0,60,71.0
23629,Male,48.0,32,66.0
23630,Male,,16$,37.0
23631,Male,31.0,43,53.0
23632,Male,33.0,54,65.0
23633,Female,36.0,18,45.0
23634,Female,42.0,36,50.0
23635,Female,43.0,20,67.0
23636,female,34.0,22,93.0
23637,Male,56.0,19,28.0
23638,Male,45.0,43,51.0
23639,Male,53.0,70,35.0
23640,Male,18.0,17.0,35.0
23641,Male,37.0,53,68.0
23642,Male,61.0,34,39.0
23643,Male,26.0,37,76.0
23644,Female,59.0,42,51.0
23645,Female,32.0,39,61.0
23646,Male,18.0,117.0,63.0
23647,Female,30.0,15,61.0
23648,Female,60.0,25,35.0
23649,Female,53.0,87.0,70.0
23650,Female,34.0,116,93.0
23651,Female,36.0,44,69.0
23652,Female,46.0,15,59.0
23653,Male,41.0,21,43.0
23654,Male,48.0,30,45.0
23655,Male,28.0,44,44.0
23656,Male,45.0,34,55.0
23657,Female,23.0,27,56.0
23658,Male,49.0,33$,34.0
23659,Male,43.0,62,73.0
23660,Male,26.0,27,75.0
23661,Male,31.0,43,58.0
23662,Female,38.0,24,74.0
23663,Male,18.0,15,34.0
23664,Female,49.0,42,49.0
23665,Male,39.0,22,61.0
23666,Female,43.0,30,54.0
23667,Female,22.0,41,28.0
23668,Male,29.0,25,58.0
23669,Male,47.0,17,64.0
23670,Male,25.0,17,93.0
23671,Female,40.0,,45.0
23672,Female,57.0,21,48.0
23673,Female,33.0,19,79.0
23674,Female,52.0,104,34.0
23675,Female,61.0,34,37.0
23676,Female,49.0,43,52.0
23677,Male,60.0,92,58.0
23678,Female,49.0,49,44.0
23679,Male,34.0,30,67.0
23680,Female,45.0,66,48.0
23681,Female,43.0,71,78.0
23682,Male,30.0,39,90.0
23683,Male,19.0,21,52.0
23684,Female,46.0,65,45.0
23685,Female,50.0,28,49.0
23686,Male,39.0,31,47.0
23687,Female,18.0,85,65.0
23688,Female,39.0,57,75.0
23689,Female,22.0,16,49.0
23690,Male,27.0,51,83.0
23691,Male,42.0,42,60.0
23692,Male,62.0,23$,34.0
23693,Female,47.0,20$,66.0
23694,Male,47.0,55,45.0
23695,Male,30.0,22,52.0
23696,Male ,43.0,61,55.0
23697,Male,40.0,45,44.0
23698,Female,,34,29.0
23699,Female,36.0,25,71.0
23700,Female,29.0,59,57.0
23701,Female,37.0,19,30.0
23702,Male,43.0,84,68.0
23703,Female,19.0,18,60.0
23704,Male,30.0,43,66.0
23705,Male,50.0,41,21.0
23706,Male,41.0,60,54.0
23707,Male,24.0,23,49.0
23708,Female,54.0,15,46.0
23709,Male,57.0,35,66.0
23710,Female,18.0,16,50.0
23711,Male,34.0,38,63.0
23712,Male,18.0,34,52.0
23713,Male,26.0,23,48.0
23714,Male,38.0,84,78.0
23715,Female,43.0,15,55.0
23716,Male,41.0,17,58.0
23717,Female,48.0,32,47.0
23718,Female,38.0,32,52.0
23719,Female,38.0,22,37.0
23720,Female,37.0,15,83.0
23721,Female,43.0,25,
23722,Female,42.0,49,68.0
23723,Female,36.0,16,88.0
23724,Male,,17,64.0
23725,Male,60.0,35,42.0
23726,Female,39.0,15,47.0
23727,Female,34.0,30,60.0
23728,Male,18.0,45,70.0
23729,Female,33.0,55,95.0
23730,Female,48.0,83,50.0
23731, Male,40.0,23,59.0
23732,Male,52.0,27,67.0
23733,Male,38.0,19,45.0
23734,Male,33.0,31,70.0
23735,Female,48.0,18,44.0
23736,Female,49.0,62,33.0
23737,Female,32.0,16,45.0
23738,Female,30.0,87,41.0
23739,Female,35.0,15.0,50.0
23740,Female,45.0,41,68.0
23741,Male,37.0,28,56.0
23742,Female,47.0,29,26.0
23743,Female,18.0,35,69.0
23744,Female,44.0,22,54.0
23745,Female,47.0,47,78.0
23746,Male,51.0,43,56.0
23747,Female,59.0,15,25.0
23748,Female,43.0,18.0,81.0
23749,Female,33.0,58,62.0
23750,FEMALE,44.0,48,52.0
23751,Female,55.0,109,74.0
23752,Female,51.0,41,42.0
23753,Male,43.0,47,59.0
23754,Male,27.0,59,38.0
23755,Female,42.0,16,62.0
23756,Male,47.0,49,60.0
23757,Male,34.0,25,59.0
23758,Male,49.0,58,51.0
23759,Female,49.0,104,63.0
23760,Female,35.0,23,53.0
23761,Male,18.0,43,63.0
23762,Male,48.0,42,71.0
23763,male,39.0,30,78.0
23764,Male,18.0,26,30.0
23765,Male,41.0,40,71.0
23766,Female,33.0,33,77.0
23767,Female,29.0,25,
23768,Female,42.0,33,47.0
23769,Female,34.0,58,71.0
23770,Male,60.0,23,46.0
23771,Female,27.0,91,77.0
23772,Male,68.0,34,79.0
23773,Male,24.0,56,56.0
23774,Female,44.0,62,55.0
23775,Female,48.0,24,45.0
23776,Female,33.0,34,81.0
23777,Male,25.0,38,45.0
23778,Female,50.0,25,46.0
23779,Male,37.0,38,45.0
23780,Female,41.0,52,64.0
23781,Male,40.0,27,57.0
23782,Female,60.0,28,28.0
23783,Male,34.0,24,48.0
23784,Female,49.0,38,20.0
23785,Female,42.0,28,61.0
23786,Male,39.0,34,84.0
23787,Male,41.0,91,47.0
23788,Male,53.0,36,44.0
23789,Male,26.0,22,66.0
23790,Male,33.0,20,62.0
23791,Male,18.0,37,54.0
23792,Male,42.0,73,53.0
23793,Male,25.0,42,75.0
23794,Male,42.0,21,51.0
23795,Male,42.0,94$,67.0
23796,Female,48.0,29,79.0
23797,Male,36.0,39,68.0
23798,Male,38.0,136,77.0
23799,Male ,50.0,37,50.0
23800,Male ,34.0,32,34.0
23801,Female,27.0,,89.0
23802,Female,22.0,26,32.0
23803,Male,39.0,16,45.0
23804,Female,32.0,69,74.0
23805,Male,29.0,76,80.0
23806,Female,34.0,26,43.0
23807,Male,25.0,64,73.0
23808,Male,23.0,43,38.0
23809,Female,36.0,50,53.0
23810,Female,21.0,61,49.0
23811,Male,24.0,26,27.0
23812,Male,38.0,24,61.0
23813,Male,57.0,39,56.0
23814,Female,21.0,31,80.0
23815,Female,18.0,23,47.0
23816,Male,18.0,22,53.0
23817,Female,30.0,59,65.0
23818,Female,49.0,16,48.0
23819,Male,29.0,48,51.0
23820,Female,43.0,37,47.0
23821,Male,18.0,46,53.0
23822,Male,28.0,89,93.0
23823,Male,54.0,95,62.0
23824,Male,47.0,44,58.0
23825,Female,,83,57.0
23826,Female,39.0,18,52.0
23827,Male,23.0,30,44.0
23828,Female,54.0,17,93.0
23829,Male,41.0,56,68.0
23830,F,38.0,46,65.0
23831,Male,44.0,24,63.0
23832,Male,21.0,27,50.0
23833,Male,49.0,46,17.0
23834,Female,33.0,40,68.0
23835,Male,46.0,17,45.0
23836,Male,54.0,58,48.0
23837,Female,40.0,57,96.0
23838,Male,41.0,33,77.0
23839,Female,18.0,27,29.0
23840,Male,27.0,87,68.0
23841,Male,50.0,33,48.0
23842,Male,24.0,28.0,26.0
23843,Female,18.0,72,40.0
23844,Female,23.0,55,29.0
23845,Female,32.0,79,78.0
23846,Female,49.0,51,67.0
23847,Female,43.0,19,37.0
23848,Female,35.0,15,62.0
23849, Male,20.0,33,34.0
23850,Female,21.0,26,44.0
23851,Female,33.0,19,66.0
23852,Female,18.0,38,55.0
23853,female,42.0,28,56.0
23854,Female,56.0,29,69.0
23855,Male,31.0,26,51.0
23856,Male,45.0,98,61.0
23857,Male,35.0,16.0,51.0
23858,Female,41.0,69,60.0
23859,Male,34.0,67,53.0
23860,FEMALE,46.0,22,68.0
23861,Male,42.0,30.0,68.0
23862,Female,28.0,27,53.0
23863,Male,19.0,27,37.0
23864,Male ,40.0,15,49.0
23865,M,47.0,99,51.0
23866,Male,44.0,26,60.0
23867,Female,24.0,79,38.0
23868,Male,21.0,22,50.0
23869,Male,45.0,18,87.0
23870,Female,35.0,46$,62.0
23871,Female,44.0,25,59.0
23872,Male,22.0,17,46.0
23873,Female,38.0,31,86.0
23874,Female,41.0,15,83.0
23875,Female,42.0,90,74.0
23876,Female,40.0,36,69.0
23877,Female,49.0,20,
23878,Male,38.0,15,55.0
23879,Male,48.0,26,25.0
23880,Male,30.0,36,65.0
23881,Male,31.0,33,58.0
23882,Male,33.0,18,72.0
23883,Male,44.0,17,43.0
23884,Male,35.0,21,70.0
23885,Male,59.0,23,66.0
23886,Male,27.0,57,46.0
23887,Male,55.0,66,69.0
23888,Male,39.0,51,55.0
23889,Female,24.0,32,22.0
23890,Male,54.0,33,22.0
23891,Female,30.0,31,71.0
23892,Female,19.0,22,44.0
23893,FEMALE,18.0,71,49.0
23894,Female,47.0,15,47.0
23895,Male,36.0,23,69.0
23896,Female,19.0,24.0,42.0
23897,Female,38.0,37,72.0
23898,Female,30.0,58$,61.0
23899,Male,35.0,87,68.0
23900,Female,18.0,30,29.0
23901,Female,70.0,31,54.0
23902,Male,22.0,22,50.0
23903,Male,27.0,24,72.0
23904,Female,44.0,25,72.0
23905,Male,52.0,23,70.0
23906,Female,23.0,27,31.0
23907,Male,,41,71.0
23908,Female,48.0,23,53.0
23909,Male ,39.0,25,55.0
23910,Female,30.0,27,23.0
23911,Female,42.0,19,100.0
23912,Male,54.0,50,44.0
23913,Female,50.0,24,51.0
23914,Female,26.0,15,58.0
23915,Female,48.0,19,52.0
23916,Male,18.0,96,61.0
23917,Male,50.0,28,47.0
23918,Male,59.0,15,59.0
23919,Female,52.0,17,49.0
23920,Female,29.0,21,82.0
23921,Female,37.0,55,82.0
23922,Male,55.0,19,55.0
23923,Male,34.0,37,52.0
23924,Male,43.0,45,48.0
23925,Female,37.0,37,69.0
23926,Male,37.0,51,72.0
23927,Male,20.0,40,56.0
23928,Female,26.0,25,68.0
23929,Female,38.0,15,68.0
23930,Male,30.0,73,53.0
23931,Male,39.0,21,57.0
23932,Female,45.0,46,63.0
23933,Male,54.0,76,29.0
23934,Female,34.0,27,50.0
23935,Female,35.0,34,78.0
23936,Female,38.0,31,67.0
23937,Male,45.0,15,57.0
23938,Male,33.0,17,73.0
23939,Male,70.0,26,51.0
23940,Female,23.0,42,47.0
23941,Male,49.0,30,46.0
23942,Female,26.0,51,57.0
23943,Male,42.0,,86.0
23944,Male,36.0,29,72.0
23945,Female,32.0,54.0,99.0
23946,Female,26.0,63,54.0
23947,Male,38.0,16,61.0
23948,Male,24.0,56,66.0
23949,Female,18.0,18,25.0
23950,Male,51.0,35,44.0
23951,Male,20.0,25,59.0
23952,Female,46.0,21,31.0
23953,Male,34.0,75,80.0
23954,Female,62.0,33,61.0
23955,Female,44.0,135,83.0
23956,Female,36.0,16,79.0
23957,Male,33.0,80,59.0
23958,Female,24.0,115,64.0
23959,Female,29.0,30,40.0
23960,Female,21.0,32$,54.0
23961,Female,26.0,26.0,53.0
23962,Male,49.0,79,25.0
23963,Male,35.0,52,57.0
23964,Female,18.0,81,40.0
23965,Male,49.0,21,54.0
23966,Female,43.0,25,55.0
23967,Male,47.0,42,32.0
23968,Male,28.0,36,58.0
23969,Male,32.0,16,47.0
23970,Male,57.0,25,31.0
23971,Male,50.0,33,53.0
23972,Male,31.0,24,58.0
23973,Female,63.0,31,42.0
23974,Male,54.0,52.0,57.0
23975,Male,28.0,20,48.0
23976,Female,42.0,26,56.0
23977,Female,25.0,25,64.0
23978,Male,52.0,15,33.0
23979,Female,61.0,82,97.0
23980,Male,30.0,81.0,67.0
23981,Female,43.0,88,64.0
23982,Female,21.0,39,55.0
23983,Female,18.0,,50.0
23984,Male,50.0,22,25.0
23985,Male,57.0,43,56.0
23986,Male,51.0,20,51.0
23987,Male,26.0,75$,85.0
23988,Male,68.0,65,63.0
23989,Female,37.0,21,69.0
23990,Female,19.0,35.0,32.0
23991,Female,48.0,31,55.0
23992,Male,42.0,32,72.0
23993,Male,36.0,28,25.0
23994,Female,,,61.0
23995,Male,42.0,59,58.0
23996,Female,26.0,38,90.0
23997,Female,49.0,22,39.0
23998,Female,60.0,15,44.0
23999,Male ,30.0,31,72.0
24000,Female,36.0,21,70.0
24001,Female,45.0,29,75.0
24002,Female,31.0,22,47.0
24003,Male,18.0,21,55.0
24004,Male,36.0,16,55.0
24005,Female,28.0,18,66.0
24006,Male,32.0,29,67.0
24007,Male,32.0,50,85.0
24008,Female,51.0,73,49.0
24009,Female,24.0,21,63.0
24010,Male,37.0,18,56.0
24011,Female,43.0,23,63.0
24012,Female,44.0,59,58.0
24013,Male,22.0,30,40.0
24014,Male,29.0,15,55.0
24015,Male,25.0,32,78.0
24016,Male,35.0,40,63.0
24017,Male,35.0,26,55.0
24018,Male,33.0,42.0,60.0
24019,Male,42.0,16,40.0
24020,Female,51.0,22,55.0
24021,Female,50.0,,43.0
24022,Male,33.0,70,51.0
24023,Male,47.0,39,14.0
24024,Male,69.0,23,56.0
24025,Male,18.0,26,46.0
24026,Female,58.0,33,26.0
24027,Male,26.0,16,13.0
24028,Male,44.0,39,55.0
24029,Male,54.0,17,42.0
24030,Male,43.0,22,50.0
24031,Male,45.0,53,50.0
24032,Male,61.0,37,34.0
24033,Female,41.0,41,71.0
24034,Male,32.0,19,69.0
24035,Male,53.0,32,66.0
24036,Male,31.0,26,68.0
24037,Male,66.0,20,42.0
24038,Female,70.0,55,47.0
24039,Female,51.0,29,37.0
24040,Female,27.0,15,54.0
24041,Female,19.0,20,51.0
24042,Male,55.0,23,44.0
24043,Female,44.0,36,67.0
24044,Male,55.0,19,79.0
24045,Male,24.0,35,54.0
24046,Male,41.0,32,80.0
24047,Female,45.0,51,70.0
24048,Male,25.0,33,49.0
24049,Male,41.0,20,49.0
24050,Male,36.0,29,29.0
24051,Female,31.0,17,49.0
24052,Male,49.0,27,87.0
24053,Male,29.0,22,60.0
24054,Female,39.0,31,86.0
24055,Female,51.0,26,56.0
24056,Female ,55.0,29,75.0
24057,Female,25.0,34,52.0
24058,Male,26.0,77,81.0
24059,Female,18.0,32,57.0
24060,Female,33.0,111,98.0
24061,Male,37.0,31,74.0
24062,Male,45.0,58,91.0
24063,Male,20.0,21,45.0
24064,Female,40.0,50,93.0
24065,Male,45.0,21,32.0
24066,Male,18.0,51,69.0
24067,Female,35.0,23,55.0
24068,Male,35.0,29,63.0
24069,Male,40.0,15,34.0
24070,Female,39.0,30,87.0
24071,Male,50.0,44,54.0
24072,Male,18.0,17,42.0
24073,Male,50.0,49,69.0
24074,Female,29.0,60,85.0
24075,Female,45.0,86,65.0
24076,Male,32.0,29,60.0
24077,FEMALE,47.0,21,38.0
24078,Female,35.0,31,63.0
24079,Female,19.0,63,65.0
24080,Male,43.0,36,95.0
24081,Male,33.0,43,59.0
24082,Female,36.0,42,63.0
24083,Male,29.0,31,75.0
24084,Male,50.0,38,34.0
24085,Male,55.0,33,50.0
24086,female,45.0,25,55.0
24087,Male,47.0,48,52.0
24088,Male,,18,33.0
24089,Female,25.0,53,86.0
24090,Female,28.0,36,44.0
24091,female,62.0,17,63.0
24092,Male,55.0,57,71.0
24093,Male,26.0,46,58.0
24094,Female,34.0,65,65.0
24095,Female,27.0,26,62.0
24096,Female,36.0,42,82.0
24097,Male,26.0,54,66.0
24098,Male,18.0,26,27.0
24099,Male,36.0,53,71.0
24100,Male,22.0,25,30.0
24101,Male,19.0,32$,43.0
24102,Female,38.0,33,71.0
24103,Male,51.0,34,19.0
24104,Female,31.0,28,65.0
24105,Female,19.0,40,55.0
24106,Female,30.0,19,36.0
24107,Female,28.0,20,79.0
24108,Female,20.0,44,52.0
24109,Male,22.0,54,41.0
24110,Male,41.0,,54.0
24111,Male,46.0,45,38.0
24112,Male,36.0,41,69.0
24113,Female,47.0,36,53.0
24114,Female,28.0,24,51.0
24115,Male,33.0,23,50.0
24116,Male,46.0,75,26.0
24117,Female,37.0,30,66.0
24118,Male,28.0,38,46.0
24119,Female,47.0,86.0,31.0
24120,Female,36.0,39,59.0
24121,Male,38.0,51,59.0
24122,Female,18.0,38,57.0
24123,Male,41.0,22,45.0
24124,Female,32.0,70,24.0
24125,Male,43.0,29,79.0
24126,Female,31.0,28,50.0
24127,Female,53.0,15,45.0
24128,Male,44.0,26,80.0
24129,Female,18.0,33,60.0
24130,Male,47.0,20,54.0
24131,Female,31.0,31,59.0
24132,Male,48.0,80,66.0
24133,Female,29.0,15,76.0
24134,Male,54.0,19,57.0
24135,Female,23.0,25,40.0
24136,Male,44.0,15$,54.0
24137,Male,31.0,31,55.0
24138,Female,25.0,21$,72.0
24139,Male,27.0,29,46.0
24140,Male,37.0,34,84.0
24141,Male,37.0,37,54.0
24142,Male,38.0,20,72.0
24143,Male,47.0,28,29.0
24144,Male,40.0,21,60.0
24145,Male,52.0,71,50.0
24146,male,18.0,23,57.0
24147,Male,29.0,43,67.0
24148,Female,55.0,30,69.0
24149,Male,38.0,27,59.0
24150,Female,47.0,22,18.0
24151,Female,40.0,91,70.0
24152,Female,54.0,22,47.0
24153,Female,,35,49.0
24154,Female,41.0,18,76.0
24155,Male,33.0,17,58.0
24156,Male,25.0,17,20.0
24157,Female,34.0,17,37.0
24158,Male,41.0,200,92.0
24159,Female,18.0,27,43.0
24160,Male,18.0,31,46.0
24161,Male,49.0,24,
24162,Male,25.0,21,77.0
24163,Female,22.0,45,52.0
24164,Male,37.0,48,84.0
24165,Female,29.0,64,100.0
24166,Female,21.0,21,37.0
24167,Male,37.0,42,44.0
24168,Female,40.0,22,33.0
24169,Male,27.0,33,40.0
24170,Male,33.0,73,70.0
24171,Male,23.0,26,26.0
24172,Female,18.0,38,38.0
24173,Female,24.0,48,66.0
24174,Female,43.0,18,47.0
24175,Female,38.0,34,55.0
24176,Female,40.0,17,61.0
24177,Male,33.0,91.0,76.0
24178,Female,42.0,22,74.0
24179,Female,39.0,24$,47.0
24180,Female,66.0,59,68.0
24181,Male,49.0,57,49.0
24182,Female,35.0,55,76.0
24183,Female,26.0,15,63.0
24184,Male,22.0,49,65.0
24185,Female,21.0,31,45.0
24186,Male,33.0,15,31.0
24187,Female,44.0,27,100.0
24188,Male,31.0,28,44.0
24189,Male,46.0,31,
24190,Male,39.0,37,25.0
24191,Male,42.0,17,68.0
24192,Male,41.0,40,88.0
24193,Male,27.0,23,55.0
24194,F,26.0,52,63.0
24195,Male,19.0,25,59.0
24196,Female,53.0,24,62.0
24197,Female,37.0,28.0,71.0
24198,Female,26.0,23,36.0
24199,Male,35.0,21,66.0
24200,Male,38.0,49,97.0
24201,Male,18.0,35,44.0
24202,Male,37.0,65,59.0
24203,Female,40.0,25,55.0
24204,Female,27.0,72$,85.0
24205,Male,30.0,17,51.0
24206,Female,46.0,20,44.0
24207,Male,18.0,32$,44.0
24208,Male,48.0,71,40.0
24209,Female,51.0,35,26.0
24210,Male,32.0,25,41.0
24211,Female,57.0,24,38.0
24212,Female,35.0,52,69.0
24213,Female,19.0,16,35.0
24214,Male,41.0,33,87.0
24215,Male,18.0,18,51.0
24216,Male,27.0,150,60.0
24217,Male,49.0,59,62.0
24218,Male,33.0,51,77.0
24219,Male,27.0,64,100.0
24220,Male,,25,63.0
24221,Male,45.0,52,52.0
24222,Male,31.0,20,65.0
24223,Male,55.0,47,33.0
24224,Female,18.0,77$,66.0
24225,Male,44.0,40,80.0
24226,Male,50.0,25,60.0
24227,Male,49.0,19,49.0
24228,Female,47.0,101,59.0
24229,Male,,21,33.0
24230,Male,34.0,29,92.0
24231,Female,56.0,20,44.0
24232,Male,52.0,32,36.0
24233,Male,41.0,26,45.0
24234,Female,46.0,20,38.0
24235,Female,42.0,46.0,60.0
24236,Female,43.0,,56.0
24237,Female,51.0,26,28.0
24238,Male,19.0,30,42.0
24239,Female,37.0,38,60.0
24240,Male,22.0,20.0,41.0
24241,Male,55.0,23,29.0
24242,Male,53.0,36,49.0
24243,Male,48.0,46,52.0
24244,Male,46.0,24,46.0
24245,Male,45.0,29,57.0
24246,Male,49.0,17,36.0
24247,Female,28.0,62,67.0
24248,Male,20.0,24,57.0
24249,Male,44.0,47,87.0
24250,Female,56.0,28,39.0
24251,Male,34.0,41,44.0
24252,Male,38.0,20.0,56.0
24253,Female,53.0,21,47.0
24254,Female,39.0,24,49.0
24255,Female,34.0,25,65.0
24256,Male,36.0,20,61.0
24257,Male ,38.0,47,72.0
24258,Male,26.0,36,36.0
24259,Male,36.0,35,68.0
24260,Male,50.0,54,56.0
24261,Male,33.0,21,65.0
24262,Male,58.0,23,43.0
24263,Female,33.0,48,67.0
24264,Female,50.0,29,70.0
24265,Female,18.0,41,50.0
24266,Female,56.0,51,34.0
24267,Female,30.0,36,57.0
24268,Female,35.0,46,53.0
24269,Male,41.0,26,68.0
24270,Male,48.0,34,55.0
